,EdLevel,EdLevelClean
10656,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10657,Some college/university study without earning a degree,Some college (no degree)
10658,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10659,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10660,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
10661,Primary/elementary school,Primary/elementary school
10662,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10663,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10664,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10665,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10666,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10667,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10668,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10669,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10670,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
10671,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10672,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10673,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10674,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
10675,Some college/university study without earning a degree,Some college (no degree)
10676,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10677,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10678,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10679,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10680,Something else,Something else
10681,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10682,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10683,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10684,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10685,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10686,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10687,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10688,"Associate degree (A.A., A.S., etc.)",Associate degree
10689,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10690,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10691,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10692,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10693,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10694,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
10695,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10696,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10697,Some college/university study without earning a degree,Some college (no degree)
10698,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10699,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10700,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10701,Some college/university study without earning a degree,Some college (no degree)
10702,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10703,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10704,Some college/university study without earning a degree,Some college (no degree)
10705,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10706,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10707,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10708,"Associate degree (A.A., A.S., etc.)",Associate degree
10709,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10710,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10711,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10712,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10713,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10714,Some college/university study without earning a degree,Some college (no degree)
10715,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10716,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10717,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
10718,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10719,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10720,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10721,Some college/university study without earning a degree,Some college (no degree)
10722,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10723,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10724,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10725,"Associate degree (A.A., A.S., etc.)",Associate degree
10726,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10727,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10728,Something else,Something else
10729,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10730,"Associate degree (A.A., A.S., etc.)",Associate degree
10731,Some college/university study without earning a degree,Some college (no degree)
10732,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10733,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10734,Some college/university study without earning a degree,Some college (no degree)
10735,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10736,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10737,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10738,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
10739,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10740,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10741,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
10742,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10743,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10744,Some college/university study without earning a degree,Some college (no degree)
10745,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10746,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10747,Some college/university study without earning a degree,Some college (no degree)
10748,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10749,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10750,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10751,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10752,Some college/university study without earning a degree,Some college (no degree)
10753,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10754,Some college/university study without earning a degree,Some college (no degree)
10755,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10756,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10757,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10758,Some college/university study without earning a degree,Some college (no degree)
10759,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
10760,Something else,Something else
10761,Some college/university study without earning a degree,Some college (no degree)
10762,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10763,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10764,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10765,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10766,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10767,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10768,Some college/university study without earning a degree,Some college (no degree)
10769,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10770,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10771,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10772,Some college/university study without earning a degree,Some college (no degree)
10773,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10774,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10775,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10776,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10777,Some college/university study without earning a degree,Some college (no degree)
10778,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10779,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
10780,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10781,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10782,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
10783,Some college/university study without earning a degree,Some college (no degree)
10784,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10785,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10786,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10787,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
10788,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10789,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10790,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10791,"Associate degree (A.A., A.S., etc.)",Associate degree
10792,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10793,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10794,Some college/university study without earning a degree,Some college (no degree)
10795,Some college/university study without earning a degree,Some college (no degree)
10796,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10797,"Associate degree (A.A., A.S., etc.)",Associate degree
10798,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10799,Some college/university study without earning a degree,Some college (no degree)
10800,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10801,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10802,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10803,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10804,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10805,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10806,"Associate degree (A.A., A.S., etc.)",Associate degree
10807,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10808,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10809,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10810,Some college/university study without earning a degree,Some college (no degree)
10811,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10812,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10813,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
10814,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10815,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10816,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10817,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10818,Some college/university study without earning a degree,Some college (no degree)
10819,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10820,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10821,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10822,Some college/university study without earning a degree,Some college (no degree)
10823,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10824,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10825,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10826,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10827,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10828,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10829,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
10830,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10831,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10832,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10833,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10834,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10835,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10836,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10837,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
10838,Primary/elementary school,Primary/elementary school
10839,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10840,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10841,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10842,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10843,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
10844,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
10845,Something else,Something else
10846,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10847,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10848,Some college/university study without earning a degree,Some college (no degree)
10849,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10850,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10851,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10852,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10853,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10854,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10855,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10856,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10857,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10858,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10859,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10860,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10861,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10862,Some college/university study without earning a degree,Some college (no degree)
10863,Some college/university study without earning a degree,Some college (no degree)
10864,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10865,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
10866,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10867,Some college/university study without earning a degree,Some college (no degree)
10868,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
10869,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10870,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10871,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10872,Some college/university study without earning a degree,Some college (no degree)
10873,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10874,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10875,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10876,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10877,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10878,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10879,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10880,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10881,"Associate degree (A.A., A.S., etc.)",Associate degree
10882,Some college/university study without earning a degree,Some college (no degree)
10883,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10884,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10885,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10886,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10887,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10888,"Associate degree (A.A., A.S., etc.)",Associate degree
10889,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10890,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10891,Some college/university study without earning a degree,Some college (no degree)
10892,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10893,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10894,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10895,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10896,Some college/university study without earning a degree,Some college (no degree)
10897,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10898,Some college/university study without earning a degree,Some college (no degree)
10899,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10900,Some college/university study without earning a degree,Some college (no degree)
10901,Some college/university study without earning a degree,Some college (no degree)
10902,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10903,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
10904,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10905,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10906,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10907,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10908,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10909,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10910,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10911,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10912,Some college/university study without earning a degree,Some college (no degree)
10913,"Associate degree (A.A., A.S., etc.)",Associate degree
10914,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10915,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
10916,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10917,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10918,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10919,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10920,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10921,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10922,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10923,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10924,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10925,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10926,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10927,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10928,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10929,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10930,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
10931,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10932,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10933,Some college/university study without earning a degree,Some college (no degree)
10934,Some college/university study without earning a degree,Some college (no degree)
10935,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
10936,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10937,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10938,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10939,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10940,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10941,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10942,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10943,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
10944,Some college/university study without earning a degree,Some college (no degree)
10945,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10946,Some college/university study without earning a degree,Some college (no degree)
10947,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10948,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10949,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10950,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10951,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10952,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
10953,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10954,Some college/university study without earning a degree,Some college (no degree)
10955,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10956,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10957,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10958,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10959,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10960,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10961,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10962,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10963,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
10964,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10965,Some college/university study without earning a degree,Some college (no degree)
10966,Something else,Something else
10967,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10968,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10969,Some college/university study without earning a degree,Some college (no degree)
10970,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
10971,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10972,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10973,"Associate degree (A.A., A.S., etc.)",Associate degree
10974,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10975,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10976,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10977,Some college/university study without earning a degree,Some college (no degree)
10978,Some college/university study without earning a degree,Some college (no degree)
10979,"Associate degree (A.A., A.S., etc.)",Associate degree
10980,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10981,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10982,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10983,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10984,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10985,Some college/university study without earning a degree,Some college (no degree)
10986,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10987,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10988,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10989,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10990,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10991,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10992,Some college/university study without earning a degree,Some college (no degree)
10993,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10994,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
10995,Some college/university study without earning a degree,Some college (no degree)
10996,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10997,Some college/university study without earning a degree,Some college (no degree)
10998,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
10999,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
11000,"Associate degree (A.A., A.S., etc.)",Associate degree
11001,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11002,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11003,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11004,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
11005,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11006,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11007,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11008,Some college/university study without earning a degree,Some college (no degree)
11009,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11010,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11011,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11012,Some college/university study without earning a degree,Some college (no degree)
11013,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11014,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
11015,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11016,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11017,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
11018,Some college/university study without earning a degree,Some college (no degree)
11019,Some college/university study without earning a degree,Some college (no degree)
11020,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11021,Something else,Something else
11022,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11023,Some college/university study without earning a degree,Some college (no degree)
11024,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11025,Some college/university study without earning a degree,Some college (no degree)
11026,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11027,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11028,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
11029,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11030,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11031,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
11032,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
